masterId,masterName,variantId,orderable,price,currency,attr_color,attr_size
25762759M,Tribal Inspired Slim Skirt,701643636341M,true,73.99,USD,JJ3WDXX,016
25593277M,Long Pencil Skirt,701644066772M,true,89,USD,JJIX2XX,9LG
25593277M,Long Pencil Skirt,701644066802M,true,89,USD,JJIX2XX,9XL
25593277M,Long Pencil Skirt,701644066789M,true,89,USD,JJIX2XX,9MD
25593277M,Long Pencil Skirt,701644066796M,true,89,USD,JJIX2XX,9SM
25589139M,Classic  Pant,701643409204M,false,73.99,USD,JJ3WCXX,008
25589139M,Classic  Pant,701643409228M,true,73.99,USD,JJC76A0,012
25589139M,Classic  Pant,701643409181M,true,73.99,USD,JJ3WCXX,004
25589139M,Classic  Pant,701643409143M,true,73.99,USD,JJ3WCXX,010
25589139M,Classic  Pant,701643409211M,true,73.99,USD,JJC76A0,010
25589139M,Classic  Pant,701643409167M,true,73.99,USD,JJ3WCXX,014
25589139M,Classic  Pant,701643409174M,true,73.99,USD,JJ3WCXX,016
25589139M,Classic  Pant,701643409242M,true,73.99,USD,JJC76A0,016
25589139M,Classic  Pant,701643409150M,true,73.99,USD,JJ3WCXX,012
25589139M,Classic  Pant,701643409198M,true,73.99,USD,JJ3WCXX,006
25589139M,Classic  Pant,701643409273M,true,73.99,USD,JJC76A0,008
25688302M,Classic Fit Jean (Petite),609717716862M,true,59,USD,JJE25XX,012
25688302M,Classic Fit Jean (Petite),609717716923M,true,59,USD,JJE25XX,006
25688302M,Classic Fit Jean (Petite),609717716886M,true,59,USD,JJE25XX,016
25688302M,Classic Fit Jean (Petite),609717716855M,true,59,USD,JJE25XX,010
25688302M,Classic Fit Jean (Petite),609717716879M,true,59,USD,JJE25XX,014
25688302M,Classic Fit Jean (Petite),609717716916M,true,59,USD,JJE25XX,004
25688302M,Classic Fit Jean (Petite),609717716930M,true,59,USD,JJE25XX,008
25695456M,Beaded 3/4 Sleeve Cardigan.,701644155254M,true,79,USD,JJI15XX,9LG
25695456M,Beaded 3/4 Sleeve Cardigan.,701644155278M,true,79,USD,JJI15XX,9SM
25695456M,Beaded 3/4 Sleeve Cardigan.,701644155261M,true,79,USD,JJI15XX,9MD
25695456M,Beaded 3/4 Sleeve Cardigan.,701644155285M,true,79,USD,JJI15XX,9XL
25695601M,Floral Scoop Neck Tank.,701644229030M,true,39,USD,JJZ01XX,9LG
25695601M,Floral Scoop Neck Tank.,701644229047M,true,39,USD,JJZ01XX,9MD
25695601M,Floral Scoop Neck Tank.,701644427610M,true,39,USD,JJZ01XX,9XS
25695601M,Floral Scoop Neck Tank.,701644229054M,true,39,USD,JJZ01XX,9SM
25695601M,Floral Scoop Neck Tank.,701644229061M,true,39,USD,JJZ01XX,9XL
25696521M,Sleeveless Sequined Top.,701644329426M,true,99,USD,JJE53XX,9LG
25696521M,Sleeveless Sequined Top.,701644329457M,true,99,USD,JJE53XX,9XL
25696521M,Sleeveless Sequined Top.,701644329433M,true,99,USD,JJE53XX,9MD
25696521M,Sleeveless Sequined Top.,701644329440M,true,99,USD,JJE53XX,9SM
25697151M,Beaded Cardigan,701644347499M,true,119,USD,JJ3WDXX,9LG
25697151M,Beaded Cardigan,701644347505M,true,119,USD,JJ3WDXX,9MD
25697151M,Beaded Cardigan,701644347512M,true,119,USD,JJ3WDXX,9SM
25697151M,Beaded Cardigan,701644347529M,true,119,USD,JJ3WDXX,9XL
25697184M,Sequined Animal Print Shell.,701644349905M,true,99,USD,JJ3WWXX,9LG
25697184M,Sequined Animal Print Shell.,701644349929M,true,99,USD,JJ3WWXX,9SM
25697184M,Sequined Animal Print Shell.,701644349912M,true,99,USD,JJ3WWXX,9MD
25697184M,Sequined Animal Print Shell.,701644349936M,true,99,USD,JJ3WWXX,9XL
25697713M,Zip Front Tank with Ruffles Blouse.,701644392017M,true,59,USD,JJI15XX,9LG
25697713M,Zip Front Tank with Ruffles Blouse.,701644391973M,true,59,USD,JJ169XX,9LG
25697713M,Zip Front Tank with Ruffles Blouse.,701644392000M,true,59,USD,JJ169XX,9XL
25697713M,Zip Front Tank with Ruffles Blouse.,701644391997M,true,59,USD,JJ169XX,9SM
25697713M,Zip Front Tank with Ruffles Blouse.,701644392024M,true,59,USD,JJI15XX,9MD
25697713M,Zip Front Tank with Ruffles Blouse.,701644392031M,true,59,USD,JJI15XX,9SM
25697713M,Zip Front Tank with Ruffles Blouse.,701644392048M,true,59,USD,JJI15XX,9XL
25697713M,Zip Front Tank with Ruffles Blouse.,701644391980M,true,59,USD,JJ169XX,9MD
25697739M,Sleeveless Ruffle Blouse.,701644395629M,true,64,USD,JJI15XX,9LG
25697739M,Sleeveless Ruffle Blouse.,701644395650M,true,64,USD,JJI15XX,9XL
25697739M,Sleeveless Ruffle Blouse.,701644395636M,true,64,USD,JJI15XX,9MD
25697739M,Sleeveless Ruffle Blouse.,701644395643M,true,64,USD,JJI15XX,9SM
25720033M,Turquoise and Gold Hoop Earring,013742002799M,false,30,USD,JJ887XX,
25697843M,Square Neck Top,701644400729M,true,49,USD,JJBF5XX,9LG
25697843M,Square Neck Top,701644400736M,true,49,USD,JJBF5XX,9MD
25697843M,Square Neck Top,701644400750M,true,49,USD,JJBF5XX,9XL
25697843M,Square Neck Top,701644400743M,true,49,USD,JJBF5XX,9SM
25502452M,Slim Pant,701642984160M,true,64.99,USD,JJJA4XX,004
25502452M,Slim Pant,701642984153M,true,64.99,USD,JJJA4XX,016
25502452M,Slim Pant,701642984177M,true,64.99,USD,JJJA4XX,006
25502452M,Slim Pant,701642984122M,true,64.99,USD,JJJA4XX,010
25752235M,Checked Silk Tie,682875090845M,false,29.99,USD,COBATSI,
25752235M,Checked Silk Tie,682875719029M,false,29.99,USD,NAVYSI,
25752235M,Checked Silk Tie,682875540326M,false,29.99,USD,YELLOSI,
25328702M,Washable Wool Classic Straight Skirt ,701641312858M,false,89,USD,JJ3WCXX,004
25328702M,Washable Wool Classic Straight Skirt ,701641017296M,false,89,USD,JJ5AJXX,016
25328702M,Washable Wool Classic Straight Skirt ,701641312865M,false,89,USD,JJ3WCXX,006
25328702M,Washable Wool Classic Straight Skirt ,701641017272M,false,89,USD,JJ5AJXX,012
25328702M,Washable Wool Classic Straight Skirt ,701641017326M,false,89,USD,JJ5AJXX,008
25328702M,Washable Wool Classic Straight Skirt ,701641312834M,false,89,USD,JJ3WCXX,014
25328702M,Washable Wool Classic Straight Skirt ,701641312841M,false,89,USD,JJ3WCXX,016
25328702M,Washable Wool Classic Straight Skirt ,701641312810M,false,89,USD,JJ3WCXX,010
25328702M,Washable Wool Classic Straight Skirt ,701641312827M,false,89,USD,JJ3WCXX,012
25328702M,Washable Wool Classic Straight Skirt ,701641017302M,false,89,USD,JJ5AJXX,004
25328702M,Washable Wool Classic Straight Skirt ,701641017289M,false,89,USD,JJ5AJXX,014
25328702M,Washable Wool Classic Straight Skirt ,701641312872M,false,89,USD,JJ3WCXX,008
25328702M,Washable Wool Classic Straight Skirt ,701641017265M,false,89,USD,JJ5AJXX,010
25328702M,Washable Wool Classic Straight Skirt ,701641017319M,false,89,USD,JJ5AJXX,006
25518769M,Straight Leg Pant,701642868088M,true,47.99,USD,JJ3XYXX,008
25518769M,Straight Leg Pant,701642868071M,true,47.99,USD,JJ3XYXX,006
25518769M,Straight Leg Pant,701642868040M,true,47.99,USD,JJ3XYXX,014
25518769M,Straight Leg Pant,701642868057M,true,47.99,USD,JJ3XYXX,016
25518769M,Straight Leg Pant,701642868033M,true,47.99,USD,JJ3XYXX,012
25518769M,Straight Leg Pant,701642868026M,true,47.99,USD,JJ3XYXX,010
25518769M,Straight Leg Pant,701642868064M,true,47.99,USD,JJ3XYXX,004
25564454M,Classic Crop Pant,701643370818M,true,69,USD,JJ169XX,014
25564454M,Classic Crop Pant,701643370801M,true,69,USD,JJ169XX,012
25564454M,Classic Crop Pant,701643370825M,true,69,USD,JJ169XX,016
25564454M,Classic Crop Pant,701643370849M,true,69,USD,JJ169XX,006
25564454M,Classic Crop Pant,701643370832M,true,69,USD,JJ169XX,004
25564454M,Classic Crop Pant,701643370856M,true,69,USD,JJ169XX,008
25564454M,Classic Crop Pant,701643370795M,true,69,USD,JJ169XX,010
25564782M,Roll Up Cargo Pant,701643422166M,true,47.99,USD,JJFT5D9,014
25564782M,Roll Up Cargo Pant,701643422074M,true,47.99,USD,JJ169XX,010
25564782M,Roll Up Cargo Pant,701643422197M,true,47.99,USD,JJFT5D9,006
25564782M,Roll Up Cargo Pant,701643422128M,true,47.99,USD,JJ169XX,006
25564782M,Roll Up Cargo Pant,701643422111M,true,47.99,USD,JJ169XX,004
25564782M,Roll Up Cargo Pant,701643422098M,true,47.99,USD,JJ169XX,014
25564782M,Roll Up Cargo Pant,701643422104M,true,47.99,USD,JJ169XX,016
25564782M,Roll Up Cargo Pant,701643422142M,true,47.99,USD,JJFT5D9,010
25564782M,Roll Up Cargo Pant,701643422081M,true,47.99,USD,JJ169XX,012
25564782M,Roll Up Cargo Pant,701643422180M,true,47.99,USD,JJFT5D9,004
25564782M,Roll Up Cargo Pant,701643422173M,true,47.99,USD,JJFT5D9,016
25564782M,Roll Up Cargo Pant,701643422203M,true,47.99,USD,JJFT5D9,008
25564782M,Roll Up Cargo Pant,701643422159M,true,47.99,USD,JJFT5D9,012
25564782M,Roll Up Cargo Pant,701643422135M,true,47.99,USD,JJ169XX,008
62516752M,Casual Spring Easy Jacket,883360524283M,true,295,USD,DL0,42
62516752M,Casual Spring Easy Jacket,883360524252M,true,295,USD,DL0,36
62516752M,Casual Spring Easy Jacket,883360524276M,true,295,USD,DL0,40
62516752M,Casual Spring Easy Jacket,883360524313M,true,295,USD,DL0,48
62516752M,Casual Spring Easy Jacket,883360524306M,true,295,USD,DL0,46
62516752M,Casual Spring Easy Jacket,883360524269M,true,295,USD,DL0,38
62516752M,Casual Spring Easy Jacket,883360524290M,true,295,USD,DL0,44
25589534M,Floral Pencil Skirt,701643564910M,true,99,USD,JJ9TSA0,006
25589534M,Floral Pencil Skirt,701643564903M,true,99,USD,JJ9TSA0,004
25589534M,Floral Pencil Skirt,701643564927M,true,99,USD,JJ9TSA0,008
25589534M,Floral Pencil Skirt,701643564880M,true,99,USD,JJ9TSA0,014
25589534M,Floral Pencil Skirt,701643564873M,true,99,USD,JJ9TSA0,012
25589534M,Floral Pencil Skirt,701643564897M,true,99,USD,JJ9TSA0,016
25589534M,Floral Pencil Skirt,701643564866M,true,99,USD,JJ9TSA0,010
82936941M,Modern Blazer,883360511061M,false,495,USD,BDA,40
82936941M,Modern Blazer,883360511054M,false,495,USD,BDA,38
82936941M,Modern Blazer,883360511047M,false,495,USD,BDA,36
82936941M,Modern Blazer,883360511092M,false,495,USD,BDA,46
82936941M,Modern Blazer,883360511078M,true,495,USD,BDA,42
82936941M,Modern Blazer,883360511108M,false,495,USD,BDA,48
82936941M,Modern Blazer,883360511085M,true,495,USD,BDA,44
25564543M,Classic Crop Pant,701643371624M,true,69,USD,JJI15XX,016
25564543M,Classic Crop Pant,701643371617M,true,69,USD,JJI15XX,014
25564543M,Classic Crop Pant,701643371648M,true,69,USD,JJI15XX,006
25564543M,Classic Crop Pant,701643371655M,true,69,USD,JJI15XX,008
25564543M,Classic Crop Pant,701643371631M,true,69,USD,JJI15XX,004
25564543M,Classic Crop Pant,701643371594M,true,69,USD,JJI15XX,010
25564543M,Classic Crop Pant,701643371600M,true,69,USD,JJI15XX,012
25592897M,Classic Pant,701644046620M,true,99,USD,JJ334XX,010
25592897M,Classic Pant,701644046637M,true,99,USD,JJ334XX,012
25592897M,Classic Pant,701644046675M,true,99,USD,JJ334XX,006
25592897M,Classic Pant,701644046668M,true,99,USD,JJ334XX,004
25592897M,Classic Pant,701644046644M,true,99,USD,JJ334XX,014
25592897M,Classic Pant,701644046651M,true,99,USD,JJ334XX,016
25592897M,Classic Pant,701644046682M,true,99,USD,JJ334XX,008
25629003M,Side Button Pleated Skirt,701643408139M,true,95.99,USD,JJ3WCXX,010
25629003M,Side Button Pleated Skirt,701643408177M,true,95.99,USD,JJ3WCXX,004
25696881M,Floral Print Pencil Skirt.,701644339029M,true,129,USD,JJ5ABXX,010
25696881M,Floral Print Pencil Skirt.,701644339067M,true,129,USD,JJ5ABXX,004
25696881M,Floral Print Pencil Skirt.,701644339050M,true,129,USD,JJ5ABXX,016
25696881M,Floral Print Pencil Skirt.,701644339074M,true,129,USD,JJ5ABXX,006
25696881M,Floral Print Pencil Skirt.,701644339081M,true,129,USD,JJ5ABXX,008
25696881M,Floral Print Pencil Skirt.,701644339043M,true,129,USD,JJ5ABXX,014
25696881M,Floral Print Pencil Skirt.,701644339036M,true,129,USD,JJ5ABXX,012
25696717M,Floral Black and White Dress.,701644336219M,true,139,USD,JJ2DIXX,012
25696717M,Floral Black and White Dress.,701644336202M,true,139,USD,JJ2DIXX,010
25696717M,Floral Black and White Dress.,701644336264M,true,139,USD,JJ2DIXX,008
25696717M,Floral Black and White Dress.,701644336233M,true,139,USD,JJ2DIXX,016
25696717M,Floral Black and White Dress.,701644336257M,true,139,USD,JJ2DIXX,006
25696717M,Floral Black and White Dress.,701644336240M,true,139,USD,JJ2DIXX,004
25696717M,Floral Black and White Dress.,701644336226M,true,139,USD,JJ2DIXX,014
25697530M,Double Breasted Sleeveless Button Down Blouse.,701644388157M,true,74,USD,JJI15XX,9LG
25697530M,Double Breasted Sleeveless Button Down Blouse.,701644388171M,true,74,USD,JJI15XX,9SM
25697530M,Double Breasted Sleeveless Button Down Blouse.,701644388164M,true,74,USD,JJI15XX,9MD
25697530M,Double Breasted Sleeveless Button Down Blouse.,701644388188M,true,74,USD,JJI15XX,9XL
25697194M,Ribbed Cardigan.,701644351106M,true,99,USD,JJE86XX,9LG
25697194M,Ribbed Cardigan.,701644351069M,true,99,USD,JJ5AAXX,9LG
25697194M,Ribbed Cardigan.,701644351090M,true,99,USD,JJ5AAXX,9XL
25697194M,Ribbed Cardigan.,701644351076M,true,99,USD,JJ5AAXX,9MD
25697194M,Ribbed Cardigan.,701644351113M,true,99,USD,JJE86XX,9MD
25697194M,Ribbed Cardigan.,701644351083M,true,99,USD,JJ5AAXX,9SM
25697194M,Ribbed Cardigan.,701644351120M,true,99,USD,JJE86XX,9SM
25697194M,Ribbed Cardigan.,701644351137M,true,99,USD,JJE86XX,9XL
25720115M,Classic Capri with Button Detail,609717701356M,true,49,USD,JJ523XX,008
25720115M,Classic Capri with Button Detail,609717701295M,true,49,USD,JJ523XX,014
25720115M,Classic Capri with Button Detail,609717701288M,true,49,USD,JJ523XX,012
25720115M,Classic Capri with Button Detail,609717701301M,true,49,USD,JJ523XX,016
25720115M,Classic Capri with Button Detail,609717701271M,true,49,USD,JJ523XX,010
25720115M,Classic Capri with Button Detail,609717701349M,true,49,USD,JJ523XX,006
25720115M,Classic Capri with Button Detail,609717701332M,true,49,USD,JJ523XX,004
25589526M,Flat Front Pant,701643564521M,true,114,USD,JJ6NAA9,014
25589526M,Flat Front Pant,701643564538M,true,114,USD,JJ6NAA9,016
25589526M,Flat Front Pant,701643564552M,true,114,USD,JJ6NAA9,006
25589526M,Flat Front Pant,701643564569M,true,114,USD,JJ6NAA9,008
25589526M,Flat Front Pant,701643564545M,true,114,USD,JJ6NAA9,004
25589526M,Flat Front Pant,701643564514M,true,114,USD,JJ6NAA9,012
25589795M,Long Pleated Skirt,701644066987M,true,109,USD,JJ3WCXX,9MD
25589795M,Long Pleated Skirt,701644066994M,true,109,USD,JJ3WCXX,9SM
25589795M,Long Pleated Skirt,701644067007M,true,109,USD,JJ3WCXX,9XL
25592300M,Cuffed Cargo Pant,701644015275M,true,74,USD,JJI15XX,016
25592300M,Cuffed Cargo Pant,701644015251M,true,74,USD,JJI15XX,012
25592300M,Cuffed Cargo Pant,701644015312M,true,74,USD,JJI15XX,008
25592300M,Cuffed Cargo Pant,701644015305M,true,74,USD,JJI15XX,006
25592300M,Cuffed Cargo Pant,701644015244M,true,74,USD,JJI15XX,010
25592300M,Cuffed Cargo Pant,701644015268M,true,74,USD,JJI15XX,014
25592300M,Cuffed Cargo Pant,701644015299M,true,74,USD,JJI15XX,004
25590995M,Flat Front Slim Pant,701643469710M,true,54.99,USD,JJ169XX,014
25590995M,Flat Front Slim Pant,701643469765M,true,54.99,USD,JJ169XX,008
25590995M,Flat Front Slim Pant,701643469796M,true,54.99,USD,JJT02XX,014
25590995M,Flat Front Slim Pant,701643469840M,true,54.99,USD,JJT02XX,008
25590995M,Flat Front Slim Pant,701643469727M,true,54.99,USD,JJ169XX,016
25590995M,Flat Front Slim Pant,701643469772M,true,54.99,USD,JJT02XX,010
25590995M,Flat Front Slim Pant,701643469802M,true,54.99,USD,JJT02XX,016
25590995M,Flat Front Slim Pant,701643469833M,true,54.99,USD,JJT02XX,006
25590995M,Flat Front Slim Pant,701643469703M,true,54.99,USD,JJ169XX,012
25590995M,Flat Front Slim Pant,701643469741M,true,54.99,USD,JJ169XX,004
25590995M,Flat Front Slim Pant,701643469758M,true,54.99,USD,JJ169XX,006
25590995M,Flat Front Slim Pant,701643469697M,true,54.99,USD,JJ169XX,010
25590995M,Flat Front Slim Pant,701643469789M,true,54.99,USD,JJT02XX,012
25590995M,Flat Front Slim Pant,701643469826M,true,54.99,USD,JJT02XX,004
25696701M,Pleated Flare Skirt.,701644335618M,true,149,USD,JJ3WWXX,006
25696701M,Pleated Flare Skirt.,701644335601M,true,149,USD,JJ3WWXX,004
25696701M,Pleated Flare Skirt.,701644335564M,true,149,USD,JJ3WWXX,010
25696701M,Pleated Flare Skirt.,701644335588M,true,149,USD,JJ3WWXX,014
25696701M,Pleated Flare Skirt.,701644335625M,true,149,USD,JJ3WWXX,008
25696701M,Pleated Flare Skirt.,701644335571M,true,149,USD,JJ3WWXX,012
25696701M,Pleated Flare Skirt.,701644335595M,true,149,USD,JJ3WWXX,016
25697212M,Drape Neck Dress.,701644351229M,true,119,USD,JJ3WDXX,9LG
25697212M,Drape Neck Dress.,701644351250M,true,119,USD,JJ3WDXX,9XL
25697212M,Drape Neck Dress.,701644351236M,true,119,USD,JJ3WDXX,9MD
25697212M,Drape Neck Dress.,701644351243M,true,119,USD,JJ3WDXX,9SM
25720037M,Turquoise and Gold Bracelet,013742002836M,false,38,USD,JJ887XX,
25791388M,Zacco,740357431057M,true,99,USD,BLKBKPA,065
25791388M,Zacco,740357431071M,true,99,USD,BLKBKPA,075
25791388M,Zacco,740357431125M,true,99,USD,BLKBKPA,100
25791388M,Zacco,740357431101M,true,99,USD,BLKBKPA,090
25791388M,Zacco,740357431064M,true,99,USD,BLKBKPA,070
25791388M,Zacco,740357431040M,true,99,USD,BLKBKPA,060
25791388M,Zacco,740357431118M,true,99,USD,BLKBKPA,095
25791388M,Zacco,740357431088M,true,99,USD,BLKBKPA,080
25791388M,Zacco,740357431095M,true,99,USD,BLKBKPA,085
73910432M,Microcheck Straight Leg Trousers,883360594422M,true,195,USD,DKL,30
73910432M,Microcheck Straight Leg Trousers,883360352275M,true,195,USD,G8E,34
73910432M,Microcheck Straight Leg Trousers,883360352077M,true,195,USD,001,34
73910432M,Microcheck Straight Leg Trousers,883360352046M,true,195,USD,001,31
73910432M,Microcheck Straight Leg Trousers,883360352206M,true,195,USD,A00,40
73910432M,Microcheck Straight Leg Trousers,883360352138M,true,195,USD,A00,30
73910432M,Microcheck Straight Leg Trousers,883360594491M,true,195,USD,DKL,40
73910432M,Microcheck Straight Leg Trousers,883360352244M,true,195,USD,G8E,31
73910432M,Microcheck Straight Leg Trousers,883360352251M,true,195,USD,G8E,32
73910432M,Microcheck Straight Leg Trousers,883360594477M,true,195,USD,DKL,36
73910432M,Microcheck Straight Leg Trousers,883360352060M,true,195,USD,001,33
73910432M,Microcheck Straight Leg Trousers,883360352282M,true,195,USD,G8E,36
73910432M,Microcheck Straight Leg Trousers,883360594408M,true,195,USD,DKL,28
73910432M,Microcheck Straight Leg Trousers,883360352022M,true,195,USD,001,29
73910432M,Microcheck Straight Leg Trousers,883360352121M,true,195,USD,A00,29
73910432M,Microcheck Straight Leg Trousers,883360352176M,true,195,USD,A00,34
73910432M,Microcheck Straight Leg Trousers,883360352299M,true,195,USD,G8E,38
73910432M,Microcheck Straight Leg Trousers,883360352053M,true,195,USD,001,32
73910432M,Microcheck Straight Leg Trousers,883360594453M,true,195,USD,DKL,33
73910432M,Microcheck Straight Leg Trousers,883360352183M,true,195,USD,A00,36
73910432M,Microcheck Straight Leg Trousers,883360352084M,true,195,USD,001,36
73910432M,Microcheck Straight Leg Trousers,883360594415M,true,195,USD,DKL,29
73910432M,Microcheck Straight Leg Trousers,883360352145M,true,195,USD,A00,31
73910432M,Microcheck Straight Leg Trousers,883360352305M,true,195,USD,G8E,40
73910432M,Microcheck Straight Leg Trousers,883360352091M,true,195,USD,001,38
73910432M,Microcheck Straight Leg Trousers,883360352015M,true,195,USD,001,28
73910432M,Microcheck Straight Leg Trousers,883360594439M,true,195,USD,DKL,31
73910432M,Microcheck Straight Leg Trousers,883360352039M,true,195,USD,001,30
73910432M,Microcheck Straight Leg Trousers,883360352220M,true,195,USD,G8E,29
73910432M,Microcheck Straight Leg Trousers,883360594446M,true,195,USD,DKL,32
73910432M,Microcheck Straight Leg Trousers,883360352237M,true,195,USD,G8E,30
73910432M,Microcheck Straight Leg Trousers,883360352169M,true,195,USD,A00,33
73910432M,Microcheck Straight Leg Trousers,883360352268M,true,195,USD,G8E,33
73910432M,Microcheck Straight Leg Trousers,883360594460M,true,195,USD,DKL,34
73910432M,Microcheck Straight Leg Trousers,883360352107M,true,195,USD,001,40
73910432M,Microcheck Straight Leg Trousers,883360352190M,true,195,USD,A00,38
73910432M,Microcheck Straight Leg Trousers,883360352213M,true,195,USD,G8E,28
73910432M,Microcheck Straight Leg Trousers,883360594484M,true,195,USD,DKL,38
73910432M,Microcheck Straight Leg Trousers,883360352114M,true,195,USD,A00,28
73910432M,Microcheck Straight Leg Trousers,883360352152M,true,195,USD,A00,32
25553432M,Trouser Leg Pant,701643489442M,true,89,USD,JJ493XX,016
25553432M,Trouser Leg Pant,701643489398M,true,89,USD,JJ0VWXX,006
25565178M,Denim Slim Skirt,701644035617M,true,69,USD,JJEA7A0,014
25565178M,Denim Slim Skirt,701644035594M,true,69,USD,JJEA7A0,010
25565178M,Denim Slim Skirt,701644035600M,true,69,USD,JJEA7A0,012
25565178M,Denim Slim Skirt,701644035631M,true,69,USD,JJEA7A0,004
25565178M,Denim Slim Skirt,701644035648M,true,69,USD,JJEA7A0,006
25565178M,Denim Slim Skirt,701644035655M,true,69,USD,JJEA7A0,008
25565178M,Denim Slim Skirt,701644035624M,true,69,USD,JJEA7A0,016
25591410M,Pencil Skirt,701644043803M,true,73.99,USD,JJ2DGXX,008
25591410M,Pencil Skirt,701644043780M,true,73.99,USD,JJ2DGXX,004
